site,ENVIRONMENT,SOCIOECONOMIC,CHRONOLOGY,USI,elevation,species,part,sex,age,carbon,oxygen,nitrogen
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0189,,caprine,,,,-19.07,,7.17
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0191,,caprine,,,,-18.56,,7.69
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0192,,cattle,,,,-17.26,,9.78
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0194,,caprine,,,,-18.93,,9.13
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0196,,caprine,,,,-18.76,,6.91
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0197,,cattle,,,,-18.83,,10.74
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0198,,red deer,,,,-19.19,,5.05
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0199,,red deer,,,,-18.37,,6.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0203,,cattle,,,,-18.37,,8.17
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0204,,caprine,,,,-18.46,,6.69
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0205,,cattle,,,,-18.86,,4.7
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0206,,caprine,,,,-16.44,,8.25
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0207,,caprine,,,,-18.77,,8.32
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0208,,cattle,,,,-16.53,,9.77
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0210,,caprine,,,,-19.41,,6.21
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0211,,cattle,,,,-18.96,,7.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0212,,caprine,,,,-19.82,,5.68
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0213,,caprine,,,,-18.46,,7.12
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0214,,caprine,,,,-19.13,,6.92
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0215,,wild sheep,,,,-17.13,,5.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0216,,red deer,,,,-18.45,,3.82
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0217,,cattle,,,,-18.75,,6.19
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0219,,caprine,,,,-18.44,,8.1
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0220,,cattle,,,,-19.28,,9.14
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0222,,cattle,,,,-19.62,,5.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0223,,caprine,,,,-17.86,,7.7
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0224,,caprine,,,,-19.03,,6.89
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0225,,caprine,,,,-18.74,,6.58
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0226,,cattle,,,,-18.98,,6.9
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0228,,caprine,,,,-17.27,,8.07
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0229,,caprine,,,,-19.05,,4.06
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0230,,caprine,,,,-19.11,,5.67
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0231,,cattle,,,,-17.83,,9.29
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0234,,cattle,,,,-19.56,,6.42
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0236,,red deer,,,,-18.56,,5.26
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0237,,red deer,,,,-18.92,,5.16
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0238,,red deer,,,,-18.73,,4.88
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0239,,caprine,,,,-19.02,,7.16
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0240,,caprine,,,,-17.89,,7.87
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0241,,caprine,,,,-18.95,,5.2
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0242,,caprine,,,,-18.75,,7.94
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0243,,cattle,,,,-20.24,,4.89
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0244,,red deer,,,,-19.11,,5.24
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0245,,red deer,,,,-19.03,,4.34
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0246,,caprine,,,,-18.75,,7.36
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0247,,caprine,,,,-17.74,,6.31
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0250,,cattle,,,,-13.8,,7.17
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0251,,caprine,,,,-18.95,,5.78
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0253,,caprine,,,,-17.92,,7.81
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0254,,caprine,,,,-18.53,,8.07
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0255,,cattle,,,,-18.84,,4.81
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0256,,caprine,,,,-18.58,,6.58
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0257,,caprine,,,,-19.14,,6.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0259,,cattle,,,,-18.95,,7.08
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0261,,red deer,,,,-18.59,,4.61
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0262,,red deer,,,,-19.39,,5.36
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0263,,caprine,,,,-18.88,,6.22
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0264,,caprine,,,,-17.77,,7.81
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0265,,caprine,,,,-17.77,,8.32
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0266,,caprine,,,,-19.02,,9.24
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0269,,caprine,,,,-17.52,,8.46
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0271,,caprine,,,,-18.56,,6.8
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0273,,caprine,,,,-18.95,,6.05
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0274,,caprine,,,,-19.52,,7.52
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0275,,caprine,,,,-16.89,,9.69
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0276,,cattle,,,,-18.47,,8.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0277,,red deer,,,,-19.03,,4.13
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0279,,caprine,,,,-17.68,,7.82
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0281,,caprine,,,,-17.94,,7.6
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0282,,cattle,,,,-17.14,,7.95
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0283,,caprine,,,,-17.82,,8.78
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0284,,cattle,,,,-18.27,,8.22
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0285,,red deer,,,,-19.27,,5.71
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0286,,caprine,,,,-17.91,,5.31
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0288,,cattle,,,,-17.72,,11.97
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0290,,caprine,,,,-18.51,,7.55
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0291,,cattle,,,,-19,,8.76
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0293,,cattle,,,,-17.45,,9.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0294,,caprine,,,,-17.29,,9.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0295,,caprine,,,,-17.67,,9.97
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0299,,caprine,,,,-18.92,,9.85
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0300,,cattle,,,,-19.21,,8.08
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0302,,cattle,,,,-18.14,,8.66
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0303,,caprine,,,,-19.31,,7.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,BG0304_3,,red deer,,,,-19.07,,4.42
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,TRH-62,,caprine,,,,-19.21,,8.83
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,TRH-67,,caprine,,,,-16.8,,7.49
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4034,1500,caprine,,,,-16.02,,9.16
Tasbas,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4036,,caprine,,,,-18.53,,9.43
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4037,1500,cattle,,,,-19.04,,8.24
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4038,1500,caprine,,,,-18.99,,7.86
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4039,1500,cattle,,,,-12.6,,8.94
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4040,1500,caprine,,,,-17.68,,7.43
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4041,1500,cattle,,,,-18.97,,7.83
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4043,1500,caprine,,,,-18.12,,6.68
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4044,1500,caprine,,,,-18.4,,7.93
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4045,1500,cattle,,,,-17.28,,7.67
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4046,1500,cattle,,,,-17.47,,7.8
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4047,1500,caprine,,,,-19.14,,8.16
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4048,1500,cattle,,,,-18.8,,7.38
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,4049,1500,caprine,,,,-17.06,,8.42
Tasbas,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4050,,caprine,,,,-17.64,,7.27
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4051,1500,cattle,,,,-18.03,,8.98
Tasbas,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4052,,caprine,,,,-15.88,,7.83
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4053,1500,red deer,,,,-24.68,,9.87
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4054,1500,caprine,,,,-18.7,,7.32
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,4055,1500,ibex,,,,-18.66,,3.82
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,6967,1500,caprine,,,,-17.31,,7.94
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,5999,1500,caprine,,,,-18.77,,6.48
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,6974,1500,human,,,,-14.22,,12.34
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,6963,,human,,,,-15.16,,12.04
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,6964,,human,,,,-15.02,,13.41
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,6056,1500,human,,,,-17.6,,12.76
Saryesik-Atryan,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,8178,,tortoise,,,,-25.89,,8.63
Saryesik-Atryan,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,8179,,tortoise,,,,-24.89,,12.19
Saryesik-Atryan,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,8180,,tortoise,,,,-25.32,,12.5
Saryesik-Atryan,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,8181,,tortoise,,,,-24.86,,9.59
Saryesik-Atryan,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,8182,,tortoise,,,,-24.55,,9.47
Saryesik-Atryan,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,8183,,tortoise,,,,-25.25,,6.91
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T132,,caprine,tooth,,,-5.81,-8.63,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T031,,caprine,tooth,,,-9.032,-7.63,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T131,,caprine,tooth,,,-7.5,-5.84,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T001,,caprine,tooth,,,-8.15,-9.65,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T003,,caprine,tooth,,,-7.3,-7.89,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T008,,caprine,tooth,,,-9.44,-9.3,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T115,,caprine,tooth,,,-6.94,-5.75,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T114,,caprine,tooth,,,-10.39,-5.67,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T113,,caprine,tooth,,,-9.7,-8.25,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T112,,caprine,tooth,,,-10.31,-6.45,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T032,,caprine,tooth,,,-8.33,-8.32,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T014,,caprine,tooth,,,-7.42,-8.22,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T016,,caprine,tooth,,,-8.85,-4.79,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T018,,caprine,tooth,,,-7.92,-6.46,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T019,,caprine,tooth,,,-6.14,-8.98,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T030,,caprine,tooth,,,-7.57,-8.45,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T146,,caprine,tooth,,,-9.03,-8.27,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T147,,caprine,tooth,,,-8.81,-7.62,
Bayan-Zherek,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,T020,1500,caprine,tooth,,,-11.07,-6.13,
Bayan-Zherek,E - ARID/MOUNTAIN STEPPE,NOMADIC,MODERN,T021,1500,caprine,tooth,,,-11.55,-7.17,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,MEDIEVAL,T157,,caprine,tooth,,,-11.42,-6.44,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T184,,red deer,tooth,,,-10.13,-8.13,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T127,,red deer,tooth,,,-11.32,-9.14,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,MEDIEVAL,T129,,red deer,tooth,,,-11.04,-9.85,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,MEDIEVAL,T130,,red deer,tooth,,,-11.61,-6.72,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T022,1500,caprine,tooth,,,-9.24,-8.25,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T027,1500,caprine,tooth,,,-7.78,-8.3,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T050,1500,caprine,tooth,,,-8.16,-8.74,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T085,1500,caprine,tooth,,,-10.28,-6.14,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T026,1500,caprine,tooth,,,-8.92,-8.93,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T023,1500,caprine,tooth,,,-8.71,-8.42,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T029,1500,caprine,tooth,,,-9.44,-10.03,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T033,1500,caprine,tooth,,,-9.98,-8.96,
Tasbas,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T025,,caprine,tooth,,,-10.41,-7.66,
Tasbas,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T024,,caprine,tooth,,,-9.65,-8.86,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T013,,bos,tooth,,,-7.85,-8.53,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T071,1500,bos,tooth,,,-8.35,-10.08,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T072,1500,bos,tooth,,,-7.57,-9.77,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T073,1500,bos,tooth,,,-9.09,-8.83,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T077,1500,bos,tooth,,,-7.97,-12.41,
Dali,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,T096,1500,bos,tooth,,,-11.58,-8.91,
Tasbas,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T101,,bos,tooth,,,-10.14,-11.12,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T102,,bos,tooth,,,-9.35,-9.46,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T103,,bos,tooth,,,-8.3,-10.26,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T105,,bos,tooth,,,-8.96,-9.33,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T111,,bos,tooth,,,-9.31,-10.35,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T117,,bos,tooth,,,-9.31,-9.41,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,T138,,bos,tooth,,,-8.92,-9.6,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,IRON AGE,T140,,bos,tooth,,,-9.17,-8.9,
Kyzylbulak IV,E - ARID/MOUNTAIN STEPPE,NOMADIC?,BRONZE AGE,EA-SI-152,1882,cattle,,,,-19.2,,2.5
Kyzylbulak IV,E - ARID/MOUNTAIN STEPPE,NOMADIC?,BRONZE AGE,EA-SI-153,1882,cattle,,,,-19.2,,8.4
Kyzylbulak IV,E - ARID/MOUNTAIN STEPPE,NOMADIC?,IRON AGE,EA-SI-154,1882,cattle,,,,-16.8,,5.8
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-155,1900,cattle,,,,-19.9,,
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-156,1900,cattle,,,,-18.1,,
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-157,1900,cattle,,,,-22.6,,
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-158,1900,cattle,,,,-19.1,,
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-159,1900,cattle,,,,-19.6,,6.4
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-160,1900,horse,,,,-18.4,,7.6
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-161,1900,horse,,,,-19.8,,5.9
Turgen-2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-162,1900,sheep,,,,-18.7,,
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-163,1900,sheep,,,,-19.7,,5.7
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-164,1900,sheep,,,,-19.3,,5.5
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-165,1900,caprine,,,,-18.4,,
Turgen 2,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,EA-SI-166,1900,caprine,,,,-19.3,,5.4
Ak-Koitas IV,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-175,878,sheep,,,,-17.7,,10.5
Tersakkan,A - SEMI-ARID STEPPE,,IRON AGE,EA-SI-176,454,sheep,,,,-18.6,,8.5
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#225,885,sheep,,,,-18.4,,9.2
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#226,885,sheep,,,,-18,,
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#227,885,sheep,,,,-17.9,,8.5
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#228,885,sheep,,,,-18.7,,7.2
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#229,885,sheep,,,,-17.5,,8.5
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#230,885,sheep,,,,-18.3,,8.3
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#231,885,sheep,,,,-18.4,,9.8
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#232,885,sheep,,,,-18.6,,7.2
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#233,885,sheep,,,,-18,,8.8
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,#234,885,sheep,,,,-18.4,,8.5
Taldysai,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-199,474,caprine,,,,-19.4,,5.5
Taldysai,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-202,474,caprine,,,,-18.5,,9.1
Taldysai,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-205,474,cattle,,,,-19.6,,10.4
Taldysai,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-208,474,caprine,,,,-18.5,,9.9
Taldysai,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-209,474,cattle,,,,-19.4,,10.3
Serektas,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-212,383,caprine,,,,-18.4,,6.9
Serektas,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-215,383,horse,,,,-18.2,,8.3
Serektas II,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-217,383,horse,,,,-18.8,,8.5
Serektas II,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-218,383,cattle,,,,-17.9,,12.6
Serektas II,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-219,383,horse,,,,-17,,9.5
Serektas II,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-220,383,cattle,,,,-17.3,,8.7
Serektas II,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-222,383,caprine,,,,-16.9,,7.7
Serektas II,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-223,383,caprine,,,,-17.5,,10
Serektas II,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-226,383,cattle,,,,-17.4,,9.9
Cemetery Zheken,A - SEMI-ARID STEPPE,,MEDIEVAL,EA-SI-177,410,caprine,,,,-18.9,,10.7
Tcyganak/Syghanak,A - SEMI-ARID STEPPE,,IRON AGE,EA-SI-193,348,dog,,,,-19.2,,9.9
Kuigenzhar,A - SEMI-ARID STEPPE,,BRONZE AGE,EA-SI-197,360,boar,,,,-20.4,,7.6
Unknown,,,BRONZE AGE,KZ-31F,,dog,,,,-18.1,,9.7
Dzhankent,F - DESERT OASES,,MEDIEVAL,DZ 52,61,fish,,,,-10.9,,12.1
Dzhankent,F - DESERT OASES,,MEDIEVAL,DZ 53,61,fish,,,,-11.4,,12.1
Yonaguni Island,,,MODERN,Yonaguni uma,,horse,,,,-12.8,,4.2
Yonaguni Island,,,MODERN,Yonaguni ushi,,cattle,,,,-11.1,,4.8
Zheken,A - SEMI-ARID STEPPE,,MEDIEVAL,EA-SI-64,410,human,,,,-17.4,,15
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-51,411,human,,,,-15.9,,14.5
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-52,411,human,,,,-16.4,,14.8
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-53,411,human,,,,-15.7,,11.6
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,EA-SI-54,411,human,,,,-16.1,,11.6
